user_id,experiment_group,retained_after_experiment,total_sessions,converted_to_paid,monthly_revenue
7958,control,1,1,1,20
7958,treatment,1,1,1,20
7959,control,1,3,0,0
7959,treatment,1,2,0,0
7960,control,1,1,0,0
7960,treatment,1,1,1,20
7961,control,0,2,0,0
7961,treatment,1,1,0,0
7962,control,0,2,0,0
7962,treatment,1,2,1,20
7963,control,0,2,0,0
7963,treatment,1,2,0,0
7964,control,0,3,0,0
7964,treatment,1,3,1,20
7965,control,0,2,0,0
7965,treatment,0,1,0,0
7966,control,1,2,0,0
7966,treatment,1,1,0,0
7967,control,1,2,0,0
7968,treatment,1,1,0,0
7969,control,0,3,0,0
7969,treatment,1,3,1,20
7970,treatment,1,3,1,20
7971,control,0,1,0,0
7971,treatment,1,1,0,0
7972,control,0,2,0,0
7972,treatment,0,1,0,0
7973,control,0,1,0,0
7973,treatment,1,1,1,20
7974,control,1,2,1,20
7974,treatment,1,2,0,0
7975,control,1,1,0,0
7975,treatment,1,1,1,20
7976,control,0,1,0,0
7976,treatment,1,1,0,0
7977,control,0,2,0,0
7977,treatment,0,1,0,0
7978,control,0,1,0,0
7979,control,0,2,0,0
7979,treatment,1,2,0,0
7980,control,0,1,0,0
7980,treatment,1,1,1,20
7981,control,0,2,0,0
7981,treatment,1,2,0,0
7982,control,0,1,0,0
7982,treatment,1,1,0,0
7983,control,0,1,0,0
7983,treatment,1,2,1,20
7984,control,1,2,1,20
7984,treatment,1,2,0,0
7985,control,1,3,1,20
7985,treatment,1,1,0,0
7986,control,0,2,0,0
7986,treatment,1,3,1,20
7987,control,1,1,1,20
7987,treatment,0,1,0,0
7988,control,1,3,0,0
7988,treatment,1,1,0,0
7989,control,1,1,1,20
7990,control,0,3,0,0
7990,treatment,1,3,0,0
7991,control,0,1,0,0
7991,treatment,1,2,0,0
7992,control,1,1,0,0
7992,treatment,1,1,1,20
7993,control,0,3,0,0
7993,treatment,1,2,0,0
7994,control,1,3,0,0
7994,treatment,1,3,1,20
7995,control,1,2,0,0
7995,treatment,1,3,0,0
7996,control,1,2,0,0
7996,treatment,1,3,0,0
7997,control,1,3,0,0
7997,treatment,1,3,1,20
7998,control,1,2,0,0
7998,treatment,1,3,0,0
7999,control,1,2,0,0
7999,treatment,1,2,0,0
8000,control,1,2,1,20
8000,treatment,1,3,0,0
8001,control,0,2,0,0
8001,treatment,1,1,0,0
8002,treatment,0,1,0,0
8003,control,0,2,0,0
8003,treatment,1,2,1,20
8004,control,1,2,0,0
8004,treatment,1,2,0,0
8005,treatment,1,1,0,0
8006,control,0,2,0,0
8006,treatment,0,1,0,0
8007,control,0,1,0,0
8008,control,1,2,0,0
8008,treatment,0,1,0,0
8009,control,1,3,0,0
8009,treatment,1,3,0,0
8010,control,1,2,0,0
8010,treatment,1,2,0,0
8011,control,1,2,0,0
8011,treatment,1,1,0,0
8012,control,1,2,0,0
8013,control,1,2,0,0
8013,treatment,1,2,0,0
8014,control,1,1,0,0
8015,control,0,2,0,0
8015,treatment,1,2,1,20
8016,control,1,1,1,20
8016,treatment,1,1,1,20
8017,control,1,1,0,0
8017,treatment,1,1,1,20
8018,control,1,1,0,0
8019,control,0,2,0,0
8019,treatment,0,1,0,0
8020,control,0,3,0,0
8020,treatment,1,2,1,20
8021,control,1,2,0,0
8021,treatment,1,1,1,20
8022,control,0,3,0,0
8022,treatment,1,1,1,20
8023,control,1,2,0,0
8023,treatment,1,1,1,20
8024,control,1,1,0,0
8024,treatment,1,2,1,20
8025,control,1,2,0,0
8025,treatment,1,1,0,0
8026,control,1,2,1,20
8026,treatment,1,1,1,20
8027,control,0,1,0,0
8027,treatment,1,2,0,0
8028,control,1,3,0,0
8028,treatment,1,2,0,0
8029,control,1,1,1,20
8029,treatment,1,1,0,0
8030,control,1,2,1,20
8030,treatment,1,3,0,0
8031,control,1,1,0,0
8031,treatment,1,1,0,0
8032,treatment,1,1,0,0
8033,treatment,1,1,1,20
8034,control,0,1,0,0
8034,treatment,0,2,0,0
8035,control,1,3,1,20
8035,treatment,1,2,0,0
8036,control,1,2,1,20
8036,treatment,1,3,1,20
8037,control,1,2,0,0
8037,treatment,1,2,1,20
8038,control,1,3,0,0
8038,treatment,1,3,0,0
8039,control,1,1,0,0
8039,treatment,1,1,1,20
8040,control,1,3,0,0
8040,treatment,1,2,0,0
8041,control,1,2,0,0
8041,treatment,1,2,0,0
8042,control,0,1,0,0
8042,treatment,1,3,1,20
8043,control,0,1,0,0
8043,treatment,1,1,1,20
8044,control,0,2,0,0
8044,treatment,1,2,0,0
8045,control,1,1,1,20
8046,control,0,1,0,0
8047,control,1,2,0,0
8047,treatment,1,2,1,20
8048,control,0,2,0,0
8048,treatment,1,1,0,0
8049,control,0,1,0,0
8049,treatment,0,1,0,0
8050,control,1,2,0,0
8050,treatment,1,1,0,0
8051,control,0,3,0,0
8051,treatment,1,3,0,0
8052,control,1,1,0,0
8053,control,1,2,0,0
8053,treatment,1,2,0,0
8054,control,0,1,0,0
8054,treatment,1,1,0,0
8055,control,1,3,1,20
8055,treatment,1,2,0,0
8056,control,1,2,0,0
8056,treatment,1,3,0,0
8057,control,1,3,1,20
8057,treatment,1,2,0,0
8058,control,0,1,0,0
8059,control,1,2,0,0
8059,treatment,1,2,0,0
8060,control,0,1,0,0
8060,treatment,1,2,0,0
8061,control,0,2,0,0
8061,treatment,1,3,0,0
8062,control,1,2,0,0
8062,treatment,1,1,0,0
8063,control,1,1,0,0
8063,treatment,1,1,0,0
8064,treatment,1,1,0,0
8065,control,1,1,0,0
8065,treatment,1,1,0,0
8066,control,1,2,1,20
8066,treatment,1,2,0,0
8067,control,0,1,0,0
8067,treatment,1,1,0,0
8068,control,1,1,0,0
8068,treatment,1,1,0,0
8069,control,1,3,0,0
8069,treatment,1,3,0,0
8070,control,1,1,1,20
8070,treatment,1,2,0,0
8071,treatment,0,1,0,0
8072,control,1,2,0,0
8072,treatment,1,3,0,0
8073,control,1,1,0,0
8074,control,1,2,0,0
8074,treatment,1,2,1,20
8075,control,1,1,0,0
8075,treatment,1,1,0,0
8076,control,1,3,0,0
8076,treatment,1,3,1,20
8077,control,1,3,0,0
8077,treatment,1,2,1,20
8078,control,0,2,0,0
8078,treatment,1,2,0,0
8079,control,0,1,0,0
8079,treatment,0,1,0,0
8080,control,1,1,0,0
8081,treatment,1,2,1,20
8082,control,0,1,0,0
8082,treatment,0,1,0,0
8083,control,0,1,0,0
8083,treatment,1,2,1,20
8084,control,1,1,0,0
8085,control,1,2,0,0
8085,treatment,1,1,0,0
8086,control,0,1,0,0
8087,control,0,1,0,0
8088,control,1,3,0,0
8088,treatment,1,2,1,20
8089,control,0,2,0,0
8089,treatment,1,1,1,20
8090,control,0,1,0,0
8090,treatment,0,1,0,0
8091,control,1,2,0,0
8091,treatment,1,2,0,0
8092,control,1,1,0,0
8092,treatment,0,1,0,0
8093,control,0,1,0,0
8093,treatment,1,2,1,20
8094,control,0,2,0,0
8094,treatment,1,2,0,0
8095,treatment,0,1,0,0
8096,treatment,1,1,1,20
8097,control,0,1,0,0
8098,control,1,2,0,0
8098,treatment,1,3,0,0
8099,control,0,1,0,0
8099,treatment,1,1,0,0
8100,control,0,2,0,0
8100,treatment,1,3,1,20
8101,control,0,3,0,0
8101,treatment,1,2,1,20
8102,control,1,1,0,0
8102,treatment,1,2,1,20
8103,control,0,1,0,0
8103,treatment,0,1,0,0
8104,control,0,3,0,0
8104,treatment,1,1,0,0
8105,control,1,2,0,0
8105,treatment,1,3,0,0
8106,control,1,1,0,0
8106,treatment,1,3,0,0
8107,control,1,3,1,20
8107,treatment,1,1,0,0
8108,control,1,1,0,0
8108,treatment,1,1,0,0
8109,control,0,1,0,0
8109,treatment,1,1,0,0
8110,control,0,2,0,0
8110,treatment,1,3,0,0
8111,control,1,2,1,20
8111,treatment,1,2,0,0
8112,control,1,2,0,0
8112,treatment,0,2,0,0
8113,control,0,1,0,0
8113,treatment,0,2,0,0
8114,control,1,2,0,0
8114,treatment,1,3,1,20
8115,control,0,1,0,0
8116,control,1,2,0,0
8116,treatment,1,2,0,0
8117,control,0,2,0,0
8117,treatment,1,2,0,0
8118,control,1,2,0,0
8118,treatment,1,1,0,0
8119,control,1,2,0,0
8119,treatment,1,1,0,0
8120,control,1,1,0,0
8120,treatment,1,1,1,20
8121,control,1,2,1,20
8121,treatment,0,1,0,0
8122,control,1,1,0,0
8122,treatment,1,2,0,0
8123,control,1,2,0,0
8123,treatment,1,3,1,20
8124,control,0,1,0,0
8124,treatment,1,1,0,0
8125,control,0,3,0,0
8125,treatment,1,3,1,20
8126,control,0,2,0,0
8126,treatment,1,3,0,0
8127,control,1,2,0,0
8127,treatment,1,1,0,0
8128,control,1,1,0,0
8128,treatment,1,1,0,0
8129,control,1,3,0,0
8129,treatment,1,3,0,0
8130,control,0,1,0,0
8130,treatment,1,2,0,0
8131,control,0,1,0,0
8131,treatment,1,1,0,0
8132,control,1,2,0,0
8132,treatment,1,2,0,0
8133,control,1,3,0,0
8133,treatment,1,1,1,20
8134,control,1,1,1,20
8134,treatment,1,1,0,0
8135,control,0,1,0,0
8135,treatment,1,1,0,0
8136,control,1,3,1,20
8136,treatment,1,3,0,0
8137,control,1,1,0,0
8137,treatment,1,1,0,0
8138,control,1,1,0,0
8138,treatment,1,1,0,0
8139,control,0,1,0,0
8139,treatment,1,1,1,20
8140,control,1,2,0,0
8140,treatment,1,2,0,0
8141,control,0,1,0,0
8141,treatment,0,1,0,0
8142,control,0,1,0,0
8142,treatment,1,1,0,0
8143,control,1,2,0,0
8143,treatment,1,3,0,0
8144,control,1,2,0,0
8144,treatment,1,1,0,0
8145,control,0,1,0,0
8145,treatment,1,1,1,20
8146,control,1,2,0,0
8146,treatment,1,2,0,0
8147,control,1,1,1,20
8147,treatment,1,2,0,0
8148,control,0,3,0,0
8148,treatment,1,3,1,20
8149,control,1,1,1,20
8149,treatment,0,3,0,0
8150,control,1,3,0,0
8150,treatment,1,2,0,0
8151,control,1,2,0,0
8151,treatment,1,2,0,0
8152,control,1,2,0,0
8152,treatment,1,2,0,0
8153,control,0,3,0,0
8153,treatment,0,3,0,0
8154,control,0,2,0,0
8154,treatment,1,2,1,20
8155,control,0,1,0,0
8155,treatment,1,2,0,0
8156,control,1,2,0,0
8156,treatment,0,1,0,0
8157,control,1,1,1,20
8157,treatment,1,1,1,20
8158,control,0,1,0,0
8159,control,0,1,0,0
8160,control,1,2,0,0
8160,treatment,1,2,1,20
8161,control,1,1,0,0
8161,treatment,1,1,0,0
8162,control,0,1,0,0
8162,treatment,1,1,0,0
8163,control,1,3,0,0
8163,treatment,1,2,0,0
8164,control,1,2,1,20
8164,treatment,1,2,0,0
8165,control,1,1,0,0
8165,treatment,1,1,1,20
8166,control,0,1,0,0
8166,treatment,1,1,0,0
8167,control,1,2,0,0
8167,treatment,1,3,0,0
8168,control,0,1,0,0
8169,control,0,2,0,0
8169,treatment,1,2,0,0
8170,control,0,2,0,0
8170,treatment,0,1,0,0
8171,control,1,1,0,0
8171,treatment,1,1,0,0
8172,control,1,1,0,0
8172,treatment,1,1,0,0
8173,control,0,1,0,0
8174,control,0,1,0,0
8174,treatment,1,1,0,0
8175,control,1,1,0,0
8175,treatment,1,2,0,0
8176,treatment,1,1,1,20
8177,treatment,1,1,1,20
8178,control,1,2,0,0
8178,treatment,1,3,0,0
8179,control,1,1,1,20
8180,treatment,1,1,0,0
8181,control,1,2,1,20
8181,treatment,1,1,1,20
8182,control,0,3,0,0
8182,treatment,1,3,0,0
8183,control,0,1,0,0
8183,treatment,1,2,1,20
8184,control,0,1,0,0
8184,treatment,1,2,0,0
8185,control,0,3,0,0
8185,treatment,1,3,1,20
8186,control,0,1,0,0
8186,treatment,1,1,0,0
8187,control,0,2,0,0
8187,treatment,1,2,1,20
8188,control,1,2,0,0
8188,treatment,1,3,1,20
8189,treatment,1,1,0,0
8190,control,1,2,1,20
8190,treatment,1,2,0,0
8191,control,0,3,0,0
8191,treatment,1,3,1,20
8192,control,1,1,1,20
8192,treatment,1,1,0,0
8193,control,0,1,0,0
8193,treatment,0,1,0,0
8194,control,1,2,0,0
8194,treatment,1,3,1,20
8195,control,1,2,1,20
8195,treatment,1,1,0,0
8196,control,0,1,0,0
8196,treatment,1,1,1,20
8197,control,0,2,0,0
8197,treatment,1,2,0,0
8198,control,1,1,0,0
8198,treatment,1,1,0,0
8199,control,1,1,0,0
8199,treatment,1,1,1,20
8200,control,1,2,0,0
8200,treatment,1,1,1,20
8201,control,1,1,0,0
8201,treatment,1,1,1,20
8202,control,0,1,0,0
8202,treatment,1,1,1,20
8203,control,1,2,0,0
8203,treatment,1,2,1,20
8204,control,1,2,1,20
8204,treatment,1,2,0,0
8205,control,0,1,0,0
8206,control,0,3,0,0
8206,treatment,1,2,0,0
8207,control,0,1,0,0
8207,treatment,1,1,1,20
8208,control,1,2,0,0
8208,treatment,1,2,0,0
8209,control,1,2,0,0
8210,control,1,1,0,0
8211,control,0,2,0,0
8211,treatment,1,1,1,20
8212,control,1,3,0,0
8212,treatment,1,2,0,0
8213,control,0,1,0,0
8213,treatment,1,1,0,0
8214,control,1,1,1,20
8214,treatment,1,1,1,20
8215,control,1,1,0,0
8216,control,1,2,0,0
8216,treatment,1,3,0,0
8217,control,0,1,0,0
8217,treatment,1,1,0,0
8218,control,0,2,0,0
8218,treatment,1,2,0,0
8219,control,1,3,0,0
8219,treatment,0,1,0,0
8220,control,1,2,0,0
8220,treatment,1,2,1,20
8221,control,0,2,0,0
8221,treatment,1,2,0,0
8222,control,1,1,0,0
8222,treatment,1,1,1,20
8223,control,1,2,1,20
8223,treatment,0,1,0,0
8224,control,1,1,0,0
8225,control,0,1,0,0
8225,treatment,0,1,0,0
8226,control,1,3,1,20
8226,treatment,1,2,1,20
8227,control,1,2,0,0
8227,treatment,1,3,0,0
8228,control,1,2,1,20
8228,treatment,1,2,0,0
8229,control,0,2,0,0
8229,treatment,1,3,1,20
8230,control,0,1,0,0
8230,treatment,1,1,1,20
8231,control,0,1,0,0
8231,treatment,0,1,0,0
8232,control,0,2,0,0
8232,treatment,1,3,0,0
8233,control,0,1,0,0
8233,treatment,1,2,1,20
8234,control,1,1,0,0
8235,control,0,1,0,0
8235,treatment,0,1,0,0
8236,control,1,2,1,20
8236,treatment,0,2,0,0
8237,treatment,0,1,0,0
8238,control,1,1,0,0
8238,treatment,1,1,0,0
8239,control,1,3,1,20
8239,treatment,1,3,1,20
8240,control,0,2,0,0
8240,treatment,1,2,0,0
8241,treatment,0,1,0,0
8242,control,1,3,0,0
8242,treatment,1,2,0,0
8243,control,0,3,0,0
8243,treatment,1,3,0,0
8244,control,1,1,0,0
8245,control,1,3,0,0
8245,treatment,1,2,0,0
8246,control,1,2,0,0
8246,treatment,1,1,0,0
8247,control,1,2,0,0
8247,treatment,0,2,0,0
8248,control,1,1,0,0
8248,treatment,0,1,0,0
8249,control,0,1,0,0
8249,treatment,1,1,1,20
8250,control,0,1,0,0
8251,control,0,2,0,0
8251,treatment,0,2,0,0
8252,control,0,1,0,0
8252,treatment,0,1,0,0
8253,control,1,1,0,0
8253,treatment,1,1,1,20
8254,control,0,2,0,0
8254,treatment,1,1,0,0
8255,control,1,1,0,0
8255,treatment,1,1,1,20
8256,control,1,1,0,0
8256,treatment,1,3,1,20
8257,control,0,1,0,0
8257,treatment,1,1,0,0
8258,control,0,1,0,0
8258,treatment,1,2,0,0
8259,control,1,3,0,0
8259,treatment,1,2,0,0
8260,control,0,1,0,0
8261,treatment,0,1,0,0
8262,control,1,2,0,0
8262,treatment,1,3,0,0
8263,control,0,1,0,0
8264,control,1,2,0,0
8264,treatment,1,1,0,0
8265,control,1,2,0,0
8265,treatment,1,3,0,0
8266,treatment,1,1,1,20
8267,control,1,1,0,0
8267,treatment,1,1,0,0
8268,control,1,3,0,0
8268,treatment,1,1,1,20
8269,control,1,2,0,0
8269,treatment,1,2,0,0
8270,control,1,2,1,20
8270,treatment,1,2,0,0
8271,control,0,3,0,0
8271,treatment,1,3,0,0
8272,control,0,1,0,0
8272,treatment,1,2,1,20
8273,control,1,1,1,20
8273,treatment,1,2,1,20
8274,control,1,2,1,20
8274,treatment,1,2,0,0
8275,control,1,3,1,20
8275,treatment,1,2,1,20
8276,control,1,2,0,0
8276,treatment,1,2,0,0
8277,control,0,2,0,0
8277,treatment,1,2,1,20
8278,control,0,3,0,0
8278,treatment,1,2,0,0
8279,control,0,1,0,0
8279,treatment,0,1,0,0
8280,control,1,2,0,0
8280,treatment,1,2,0,0
8281,control,1,2,0,0
8281,treatment,1,2,1,20
8282,control,0,2,0,0
8282,treatment,1,3,0,0
8283,control,0,2,0,0
8283,treatment,1,2,0,0
8284,control,0,2,0,0
8284,treatment,1,2,0,0
8285,control,1,2,0,0
8285,treatment,1,3,1,20
8286,control,1,2,1,20
8286,treatment,1,2,0,0
8287,control,0,1,0,0
8287,treatment,1,1,1,20
8288,control,1,1,0,0
8288,treatment,1,1,0,0
8289,control,1,1,1,20
8289,treatment,1,1,0,0
8290,control,0,2,0,0
8290,treatment,1,2,0,0
8291,control,1,2,1,20
8291,treatment,1,2,0,0
8292,control,0,1,0,0
8292,treatment,1,1,0,0
8293,control,0,1,0,0
8293,treatment,0,1,0,0
8294,control,1,1,0,0
8294,treatment,1,2,1,20
8295,control,1,3,0,0
8295,treatment,1,3,1,20
8296,treatment,1,3,0,0
8297,control,1,1,0,0
8297,treatment,1,1,0,0
8298,control,1,2,0,0
8298,treatment,1,2,0,0
8299,control,0,2,0,0
8299,treatment,1,2,0,0
8300,control,1,1,0,0
8300,treatment,1,1,0,0
8301,control,1,1,0,0
8301,treatment,1,2,0,0
8302,control,1,3,1,20
8302,treatment,1,2,0,0
8303,control,0,1,0,0
8303,treatment,1,1,1,20
8304,control,1,1,0,0
8304,treatment,1,2,0,0
8305,control,0,2,0,0
8305,treatment,0,1,0,0
8306,control,1,1,0,0
8306,treatment,1,1,0,0
8307,treatment,1,1,1,20
8308,control,1,2,0,0
8308,treatment,1,2,0,0
8309,control,0,2,0,0
8309,treatment,1,2,1,20
8310,control,0,2,0,0
8310,treatment,1,3,0,0
8311,control,0,2,0,0
8311,treatment,1,3,1,20
8312,control,1,1,0,0
8312,treatment,1,1,0,0
8313,control,1,2,0,0
8313,treatment,1,2,1,20
8314,control,1,1,0,0
8314,treatment,1,1,1,20
8315,control,1,2,0,0
8315,treatment,1,2,1,20
8316,control,1,1,0,0
8316,treatment,1,1,0,0
8317,treatment,1,1,1,20
8318,control,1,2,1,20
8318,treatment,1,1,0,0
8319,control,0,1,0,0
8319,treatment,1,1,0,0
8320,control,1,2,0,0
8320,treatment,1,1,1,20
8321,control,1,1,0,0
8321,treatment,1,2,0,0
8322,control,1,2,1,20
8322,treatment,1,3,1,20
8323,treatment,0,2,0,0
8324,control,0,2,0,0
8324,treatment,1,2,0,0
8325,treatment,1,2,0,0
8326,control,1,2,0,0
8326,treatment,1,2,0,0
8327,control,1,2,0,0
8327,treatment,1,2,0,0
8328,control,0,2,0,0
8328,treatment,1,1,1,20
8329,control,1,2,0,0
8329,treatment,1,2,0,0
8330,control,1,3,0,0
8330,treatment,1,2,1,20
8331,control,1,2,0,0
8331,treatment,1,2,1,20
8332,control,1,1,0,0
8332,treatment,1,1,0,0
8333,control,0,2,0,0
8333,treatment,1,3,0,0
8334,control,0,3,0,0
8334,treatment,1,2,0,0
8335,control,0,1,0,0
8335,treatment,0,1,0,0
8336,treatment,1,1,0,0
8337,control,0,1,0,0
8338,control,0,2,0,0
8338,treatment,1,3,1,20
8339,control,0,1,0,0
8339,treatment,1,1,1,20
8340,control,1,2,0,0
8340,treatment,1,1,1,20
8341,control,0,1,0,0
8341,treatment,1,1,0,0
8342,control,0,2,0,0
8342,treatment,0,2,0,0
8343,control,1,2,1,20
8343,treatment,1,3,1,20
8344,control,1,2,0,0
8344,treatment,1,3,0,0
8345,control,1,2,0,0
8345,treatment,0,1,0,0
8346,control,1,2,0,0
8346,treatment,1,2,1,20
8347,control,1,1,0,0
8347,treatment,1,3,1,20
8348,control,1,2,1,20
8348,treatment,1,1,0,0
8349,control,1,2,0,0
8349,treatment,1,2,1,20
8350,control,0,3,0,0
8350,treatment,1,3,1,20
8351,control,0,2,0,0
8351,treatment,1,1,0,0
8352,treatment,1,1,0,0
8353,control,1,2,1,20
8353,treatment,1,1,0,0
8354,treatment,1,1,0,0
8355,control,0,2,0,0
8355,treatment,1,2,0,0
8356,control,0,1,0,0
8356,treatment,1,1,0,0
8357,control,1,3,0,0
8357,treatment,1,2,0,0
8358,control,0,2,0,0
8358,treatment,1,3,0,0
8359,control,0,1,0,0
8359,treatment,1,2,1,20
8360,control,1,2,0,0
8360,treatment,1,2,1,20
8361,control,0,3,0,0
8361,treatment,1,3,1,20
8362,control,1,2,0,0
8362,treatment,1,2,0,0
8363,control,0,1,0,0
8363,treatment,1,1,0,0
8364,control,0,1,0,0
8364,treatment,0,1,0,0
8365,control,0,1,0,0
8365,treatment,1,1,0,0
8366,control,1,1,0,0
8366,treatment,1,2,1,20
8367,control,1,3,1,20
8367,treatment,1,3,0,0
8368,control,0,1,0,0
8369,control,1,2,0,0
8369,treatment,1,3,0,0
8370,control,1,2,1,20
8370,treatment,1,2,0,0
8371,control,1,3,0,0
8371,treatment,1,3,0,0
8372,control,0,2,0,0
8372,treatment,1,1,0,0
8373,control,1,1,1,20
8373,treatment,1,1,0,0
8374,control,1,2,0,0
8374,treatment,1,2,1,20
8375,control,0,1,0,0
8376,control,1,3,0,0
8376,treatment,1,2,0,0
8377,control,1,1,0,0
8377,treatment,0,1,0,0
8378,control,1,2,0,0
8378,treatment,1,2,0,0
8379,control,1,3,0,0
8379,treatment,1,2,0,0
8380,control,1,2,0,0
8380,treatment,1,3,1,20
8381,control,0,1,0,0
8381,treatment,1,1,0,0
8382,control,0,1,0,0
8382,treatment,1,1,0,0
8383,control,1,2,1,20
8383,treatment,1,3,0,0
8384,control,1,2,0,0
8384,treatment,1,2,0,0
8385,control,0,3,0,0
8385,treatment,1,2,0,0
8386,control,0,1,0,0
8386,treatment,1,1,1,20
8387,control,1,3,0,0
8387,treatment,1,2,1,20
8388,control,0,1,0,0
8388,treatment,1,2,1,20
8389,control,1,3,0,0
8389,treatment,1,2,0,0
8390,control,1,1,0,0
8390,treatment,1,1,0,0
8391,control,0,1,0,0
8391,treatment,1,1,1,20
8392,control,1,2,0,0
8392,treatment,1,2,0,0
8393,control,0,2,0,0
8393,treatment,0,1,0,0
8394,control,0,1,0,0
8394,treatment,1,2,0,0
8395,control,0,1,0,0
8395,treatment,1,1,0,0
8396,control,1,3,0,0
8396,treatment,1,2,1,20
8397,treatment,1,1,0,0
8398,control,0,2,0,0
8398,treatment,1,2,1,20
8399,control,1,2,0,0
8400,control,0,3,0,0
8400,treatment,1,3,0,0
8401,control,1,1,0,0
8401,treatment,1,3,1,20
8402,control,1,3,0,0
8402,treatment,1,3,0,0
8403,control,1,3,0,0
8403,treatment,1,1,1,20
8404,control,1,3,0,0
8404,treatment,1,3,0,0
8405,control,0,1,0,0
8405,treatment,1,1,0,0
8406,control,0,3,0,0
8406,treatment,0,2,0,0
8407,treatment,1,1,1,20
8408,control,1,1,1,20
8408,treatment,0,1,0,0
8409,control,1,1,0,0
8410,control,1,1,0,0
8410,treatment,0,1,0,0
8411,control,0,1,0,0
8411,treatment,1,1,1,20
8412,treatment,1,1,0,0
8413,control,1,2,0,0
8413,treatment,1,2,0,0
8414,control,1,1,0,0
8414,treatment,1,1,0,0
8415,control,1,1,0,0
8415,treatment,1,2,0,0
8416,control,1,2,1,20
8416,treatment,1,1,0,0
8417,treatment,1,1,0,0
8418,control,1,3,0,0
8418,treatment,1,2,0,0
8419,treatment,1,1,0,0
8420,control,1,1,1,20
8420,treatment,0,1,0,0
8421,control,1,2,0,0
8421,treatment,0,1,0,0
8422,treatment,1,1,0,0
8423,control,1,1,0,0
8423,treatment,1,1,0,0
8424,control,1,3,0,0
8424,treatment,0,1,0,0
8425,control,1,2,1,20
8425,treatment,1,2,0,0
8426,control,1,2,1,20
8426,treatment,1,3,0,0
8427,control,1,2,1,20
8428,control,1,2,1,20
8428,treatment,1,2,1,20
8429,control,1,2,0,0
8429,treatment,1,2,0,0
8430,control,0,3,0,0
8430,treatment,1,3,0,0
8431,control,1,1,0,0
8432,control,1,1,0,0
8432,treatment,1,2,0,0
8433,control,1,1,0,0
8433,treatment,1,2,0,0
8434,control,1,1,0,0
8434,treatment,1,1,0,0
8435,control,1,3,1,20
8435,treatment,1,3,1,20
8436,control,0,1,0,0
8436,treatment,0,1,0,0
8437,control,1,1,0,0
8437,treatment,1,1,0,0
8438,control,1,1,1,20
8439,control,1,2,0,0
8440,treatment,1,1,0,0
8441,control,0,2,0,0
8441,treatment,1,2,0,0
8442,control,0,3,0,0
8442,treatment,1,3,1,20
8443,control,1,2,0,0
8443,treatment,1,1,0,0
8444,treatment,0,1,0,0
8445,control,1,3,0,0
8445,treatment,1,2,0,0
8446,control,0,3,0,0
8446,treatment,1,2,0,0
8447,control,1,3,0,0
8447,treatment,1,2,0,0
8448,control,0,2,0,0
8448,treatment,1,1,1,20
8449,control,0,2,0,0
8449,treatment,1,2,1,20
8450,control,0,1,0,0
8450,treatment,1,2,0,0
8451,control,0,3,0,0
8451,treatment,1,3,0,0
8452,control,1,1,0,0
8452,treatment,1,1,0,0
8453,control,0,1,0,0
8454,control,0,2,0,0
8454,treatment,1,3,0,0
8455,control,1,1,0,0
8455,treatment,1,1,1,20
8456,control,0,2,0,0
8456,treatment,1,2,1,20
8457,control,1,1,0,0
8458,control,0,1,0,0
8459,control,0,1,0,0
8460,control,0,2,0,0
8460,treatment,1,2,1,20
8461,control,1,2,1,20
8461,treatment,0,2,0,0
8462,control,1,1,0,0
8462,treatment,1,2,0,0
8463,control,1,1,0,0
8463,treatment,1,2,0,0
8464,control,0,1,0,0
8464,treatment,1,1,1,20
8465,control,0,1,0,0
8466,control,1,1,0,0
8466,treatment,1,3,0,0
8467,control,1,2,0,0
8467,treatment,1,3,0,0
8468,control,0,2,0,0
8468,treatment,1,1,0,0
8469,control,1,2,1,20
8469,treatment,1,2,0,0
8470,control,0,1,0,0
8470,treatment,1,3,1,20
8471,control,1,2,0,0
8471,treatment,1,3,1,20
8472,treatment,1,1,0,0
8473,control,0,1,0,0
8473,treatment,1,2,0,0
8474,control,0,1,0,0
8474,treatment,1,1,0,0
8475,control,1,2,0,0
8475,treatment,1,2,0,0
8476,control,0,1,0,0
8476,treatment,1,3,0,0
8477,control,1,2,1,20
8477,treatment,1,3,0,0
8478,control,0,2,0,0
8478,treatment,0,1,0,0
8479,control,1,2,0,0
8479,treatment,1,2,1,20
8480,control,1,1,0,0
8480,treatment,1,1,1,20
8481,control,0,2,0,0
8481,treatment,1,2,0,0
8482,control,1,1,0,0
8482,treatment,1,1,0,0
8483,control,1,1,1,20
8483,treatment,1,1,0,0
8484,control,1,1,1,20
8485,control,1,3,0,0
8485,treatment,1,3,0,0
8486,control,0,1,0,0
8486,treatment,1,2,1,20
8487,control,0,3,0,0
8487,treatment,1,3,0,0
8488,control,1,2,0,0
8488,treatment,1,2,0,0
8489,control,0,1,0,0
8490,control,0,1,0,0
8490,treatment,1,1,0,0
8491,control,1,2,0,0
8491,treatment,1,3,1,20
8492,control,0,1,0,0
8492,treatment,1,1,1,20
8493,control,1,3,0,0
8493,treatment,0,1,0,0
8494,control,1,2,0,0
8494,treatment,1,2,1,20
8495,control,1,2,1,20
8495,treatment,1,2,0,0
8496,control,1,3,0,0
8496,treatment,1,1,0,0
8497,control,1,1,0,0
8497,treatment,1,1,1,20
8498,treatment,1,2,0,0
8499,control,1,3,0,0
