prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number,output_id,output_quality_score,feedback,edited_output,good_output_flag,experiment_group,new_output_quality,new_feedback,new_good_output_flag
50005,16665,8351,report,7,1,50005,6,bad,1,0,treatment,7,good,1
50006,16665,8351,summary,3,2,50006,2,bad,1,0,control,3,bad,0
50007,16665,8351,summary,5,3,50007,5,bad,1,0,treatment,6,bad,0
50008,16665,8351,summary,7,4,50008,6,bad,1,0,treatment,8,good,1
50009,16666,8351,summary,3,1,50009,3,bad,1,0,control,2,bad,0
50010,16667,8352,assignment,7,1,50010,6,bad,1,0,treatment,7,good,1
50011,16667,8352,assignment,7,2,50011,6,bad,1,0,treatment,8,good,1
50012,16668,8353,summary,5,1,50012,4,bad,1,0,control,4,bad,0
50013,16668,8353,report,5,2,50013,5,bad,1,0,control,4,bad,0
50014,16669,8353,report,6,1,50014,6,bad,1,0,control,8,good,1
50015,16669,8353,report,6,2,50015,6,bad,1,0,treatment,7,good,1
50016,16670,8354,assignment,8,1,50016,10,good,0,1,treatment,9,good,1
50017,16670,8354,assignment,9,2,50017,10,good,0,1,treatment,10,good,1
50018,16671,8355,summary,6,1,50018,4,bad,1,0,treatment,8,good,1
50019,16671,8355,assignment,3,2,50019,3,bad,1,0,control,3,bad,0
50020,16671,8355,summary,3,3,50020,5,bad,1,0,control,4,bad,0
50021,16672,8355,assignment,5,1,50021,2,bad,1,0,treatment,5,bad,0
50022,16672,8355,assignment,4,2,50022,3,bad,1,0,control,5,bad,0
50023,16672,8355,assignment,5,3,50023,6,bad,1,0,control,5,bad,0
50024,16672,8355,assignment,5,4,50024,5,bad,1,0,treatment,7,good,1
50025,16672,8355,assignment,3,5,50025,3,bad,1,0,control,4,bad,0
50026,16673,8356,assignment,7,1,50026,5,bad,1,0,treatment,8,good,1
50027,16673,8356,assignment,5,2,50027,7,good,0,1,control,6,bad,0
50028,16673,8356,assignment,7,3,50028,7,good,0,1,treatment,8,good,1
50029,16674,8357,assignment,3,1,50029,5,bad,1,0,control,3,bad,0
50030,16674,8357,assignment,3,2,50030,4,bad,1,0,control,3,bad,0
50031,16674,8357,summary,4,3,50031,3,bad,1,0,control,5,bad,0
50032,16675,8357,assignment,7,1,50032,7,good,0,1,treatment,6,bad,0
50033,16675,8357,summary,5,2,50033,5,bad,1,0,control,7,good,1
50034,16676,8357,assignment,6,1,50034,5,bad,1,0,treatment,7,good,1
50035,16676,8357,summary,5,2,50035,6,bad,1,0,control,4,bad,0
50036,16676,8357,assignment,5,3,50036,6,bad,1,0,control,6,bad,0
50037,16676,8357,summary,5,4,50037,5,bad,1,0,control,6,bad,0
50038,16676,8357,assignment,5,5,50038,2,bad,1,0,treatment,5,bad,0
50039,16677,8358,summary,7,1,50039,7,good,0,1,treatment,8,good,1
50040,16677,8358,summary,6,2,50040,7,good,0,1,control,5,bad,0
50041,16677,8358,assignment,7,3,50041,8,good,0,1,treatment,6,bad,0
50042,16678,8358,assignment,7,1,50042,4,bad,1,0,treatment,7,good,1
50043,16678,8358,assignment,7,2,50043,6,bad,1,0,treatment,6,bad,0
50044,16678,8358,assignment,5,3,50044,5,bad,1,0,control,4,bad,0
50045,16679,8358,assignment,7,1,50045,7,good,0,1,treatment,6,bad,0
50046,16679,8358,assignment,7,2,50046,9,good,0,1,treatment,7,good,1
50047,16679,8358,assignment,7,3,50047,6,bad,1,0,treatment,9,good,1
50048,16679,8358,assignment,7,4,50048,6,bad,1,0,treatment,7,good,1
50049,16680,8359,assignment,7,1,50049,6,bad,1,0,treatment,7,good,1
50050,16680,8359,assignment,3,2,50050,3,bad,1,0,control,3,bad,0
50051,16681,8359,assignment,5,1,50051,5,bad,1,0,treatment,6,bad,0
50052,16682,8360,assignment,5,1,50052,5,bad,1,0,treatment,7,good,1
50053,16682,8360,assignment,5,2,50053,4,bad,1,0,control,6,bad,0
50054,16682,8360,assignment,6,3,50054,5,bad,1,0,treatment,7,good,1
50055,16683,8360,assignment,5,1,50055,7,good,0,1,control,6,bad,0
50056,16683,8360,assignment,6,2,50056,5,bad,1,0,treatment,5,bad,0
50057,16683,8360,assignment,5,3,50057,5,bad,1,0,control,7,good,1
50058,16683,8360,summary,6,4,50058,6,bad,1,0,treatment,5,bad,0
50059,16684,8361,summary,5,1,50059,5,bad,1,0,treatment,6,bad,0
50060,16684,8361,summary,5,2,50060,5,bad,1,0,control,6,bad,0
50061,16685,8361,report,4,1,50061,6,bad,1,0,control,4,bad,0
50062,16685,8361,report,6,2,50062,5,bad,1,0,treatment,7,good,1
50063,16685,8361,summary,6,3,50063,6,bad,1,0,treatment,8,good,1
50064,16686,8361,summary,5,1,50064,4,bad,1,0,control,6,bad,0
50065,16686,8361,report,6,2,50065,5,bad,1,0,treatment,8,good,1
50066,16686,8361,summary,7,3,50066,5,bad,1,0,treatment,7,good,1
50067,16686,8361,summary,3,4,50067,4,bad,1,0,control,5,bad,0
50068,16687,8362,summary,5,1,50068,5,bad,1,0,control,4,bad,0
50069,16687,8362,assignment,7,2,50069,7,good,0,1,treatment,9,good,1
50070,16687,8362,assignment,7,3,50070,4,bad,1,0,treatment,6,bad,0
50071,16687,8362,assignment,7,4,50071,7,good,0,1,control,9,good,1
50072,16687,8362,assignment,6,5,50072,5,bad,1,0,treatment,7,good,1
50073,16688,8362,assignment,6,1,50073,5,bad,1,0,treatment,7,good,1
50074,16688,8362,summary,5,2,50074,4,bad,1,0,control,4,bad,0
50075,16689,8363,summary,7,1,50075,6,bad,1,0,treatment,9,good,1
50076,16689,8363,assignment,4,2,50076,5,bad,1,0,control,4,bad,0
50077,16690,8364,assignment,6,1,50077,5,bad,1,0,treatment,6,bad,0
50078,16690,8364,assignment,4,2,50078,5,bad,1,0,control,5,bad,0
50079,16690,8364,summary,6,3,50079,4,bad,1,0,treatment,6,bad,0
50080,16690,8364,assignment,5,4,50080,3,bad,1,0,treatment,6,bad,0
50081,16691,8365,assignment,7,1,50081,6,bad,1,0,treatment,6,bad,0
50082,16691,8365,assignment,4,2,50082,3,bad,1,0,control,6,bad,0
50083,16691,8365,assignment,3,3,50083,4,bad,1,0,control,2,bad,0
50084,16691,8365,assignment,5,4,50084,5,bad,1,0,control,4,bad,0
50085,16691,8365,assignment,7,5,50085,6,bad,1,0,treatment,8,good,1
50086,16692,8366,summary,6,1,50086,5,bad,1,0,treatment,7,good,1
50087,16692,8366,report,5,2,50087,4,bad,1,0,control,7,good,1
50088,16693,8366,report,5,1,50088,4,bad,1,0,treatment,4,bad,0
50089,16693,8366,summary,6,2,50089,5,bad,1,0,treatment,7,good,1
50090,16693,8366,report,6,3,50090,6,bad,1,0,treatment,7,good,1
50091,16693,8366,report,7,4,50091,4,bad,1,0,treatment,8,good,1
50092,16694,8367,assignment,8,1,50092,10,good,0,1,control,10,good,1
50093,16694,8367,summary,8,2,50093,9,good,0,1,control,7,good,1
50094,16694,8367,assignment,7,3,50094,8,good,0,1,treatment,8,good,1
50095,16695,8367,assignment,7,1,50095,7,good,0,1,treatment,7,good,1
50096,16695,8367,assignment,8,2,50096,7,good,0,1,treatment,7,good,1
50097,16695,8367,summary,9,3,50097,9,good,0,1,treatment,9,good,1
50098,16695,8367,assignment,9,4,50098,9,good,0,1,control,10,good,1
50099,16695,8367,assignment,9,5,50099,9,good,0,1,control,10,good,1
50100,16696,8367,assignment,9,1,50100,10,good,0,1,treatment,10,good,1
50101,16696,8367,assignment,8,2,50101,7,good,0,1,control,7,good,1
50102,16696,8367,assignment,7,3,50102,8,good,0,1,control,6,bad,0
50103,16696,8367,assignment,7,4,50103,9,good,0,1,treatment,7,good,1
50104,16697,8368,summary,5,1,50104,6,bad,1,0,control,4,bad,0
50105,16698,8369,report,3,1,50105,3,bad,1,0,control,5,bad,0
50106,16698,8369,report,7,2,50106,4,bad,1,0,treatment,6,bad,0
50107,16698,8369,report,5,3,50107,2,bad,1,0,treatment,4,bad,0
50108,16699,8369,report,6,1,50108,3,bad,1,0,treatment,8,good,1
50109,16699,8369,summary,7,2,50109,4,bad,1,0,treatment,9,good,1
50110,16699,8369,report,6,3,50110,6,bad,1,0,treatment,8,good,1
50111,16700,8369,report,5,1,50111,5,bad,1,0,control,7,good,1
50112,16700,8369,report,5,2,50112,4,bad,1,0,control,7,good,1
50113,16700,8369,report,4,3,50113,3,bad,1,0,control,4,bad,0
50114,16700,8369,report,7,4,50114,6,bad,1,0,treatment,9,good,1
50115,16700,8369,report,5,5,50115,5,bad,1,0,control,6,bad,0
50116,16701,8370,assignment,9,1,50116,9,good,0,1,treatment,10,good,1
50117,16701,8370,assignment,7,2,50117,9,good,0,1,control,8,good,1
50118,16701,8370,summary,7,3,50118,8,good,0,1,treatment,8,good,1
50119,16701,8370,assignment,7,4,50119,7,good,0,1,control,8,good,1
50120,16701,8370,assignment,9,5,50120,9,good,0,1,treatment,8,good,1
50121,16702,8370,assignment,7,1,50121,7,good,0,1,treatment,9,good,1
50122,16702,8370,assignment,9,2,50122,9,good,0,1,control,8,good,1
50123,16702,8370,assignment,7,3,50123,7,good,0,1,control,7,good,1
50124,16702,8370,assignment,9,4,50124,8,good,0,1,control,10,good,1
50125,16703,8371,assignment,6,1,50125,8,good,0,1,treatment,8,good,1
50126,16703,8371,assignment,7,2,50126,7,good,0,1,control,7,good,1
50127,16703,8371,assignment,7,3,50127,6,bad,1,0,treatment,8,good,1
50128,16703,8371,summary,7,4,50128,9,good,0,1,control,7,good,1
50129,16704,8371,assignment,7,1,50129,7,good,0,1,control,6,bad,0
50130,16704,8371,assignment,7,2,50130,6,bad,1,0,treatment,7,good,1
50131,16705,8371,assignment,7,1,50131,8,good,0,1,treatment,7,good,1
50132,16705,8371,assignment,6,2,50132,7,good,0,1,treatment,6,bad,0
50133,16705,8371,summary,6,3,50133,5,bad,1,0,treatment,5,bad,0
50134,16705,8371,assignment,6,4,50134,8,good,0,1,control,8,good,1
50135,16705,8371,assignment,6,5,50135,5,bad,1,0,treatment,5,bad,0
50136,16706,8372,assignment,5,1,50136,7,good,0,1,control,5,bad,0
50137,16707,8372,summary,7,1,50137,6,bad,1,0,treatment,8,good,1
50138,16707,8372,assignment,6,2,50138,8,good,0,1,treatment,7,good,1
50139,16707,8372,summary,5,3,50139,7,good,0,1,control,6,bad,0
50140,16708,8373,summary,7,1,50140,8,good,0,1,control,6,bad,0
50141,16708,8373,summary,7,2,50141,5,bad,1,0,treatment,8,good,1
50142,16708,8373,assignment,7,3,50142,7,good,0,1,control,8,good,1
50143,16708,8373,assignment,6,4,50143,5,bad,1,0,control,6,bad,0
50144,16708,8373,assignment,6,5,50144,6,bad,1,0,control,7,good,1
50145,16709,8374,report,9,1,50145,9,good,0,1,treatment,8,good,1
50146,16709,8374,summary,9,2,50146,8,good,0,1,control,8,good,1
50147,16709,8374,report,9,3,50147,8,good,0,1,treatment,8,good,1
50148,16710,8374,report,8,1,50148,8,good,0,1,treatment,7,good,1
50149,16710,8374,report,9,2,50149,10,good,0,1,control,10,good,1
50150,16710,8374,report,7,3,50150,9,good,0,1,treatment,9,good,1
50151,16710,8374,summary,9,4,50151,8,good,0,1,control,9,good,1
50152,16710,8374,report,7,5,50152,7,good,0,1,treatment,7,good,1
50153,16711,8375,summary,5,1,50153,7,good,0,1,control,6,bad,0
50154,16711,8375,summary,3,2,50154,3,bad,1,0,control,3,bad,0
50155,16711,8375,summary,5,3,50155,7,good,0,1,control,6,bad,0
50156,16711,8375,assignment,4,4,50156,4,bad,1,0,control,5,bad,0
50157,16711,8375,summary,3,5,50157,5,bad,1,0,control,2,bad,0
50158,16712,8376,assignment,7,1,50158,8,good,0,1,control,9,good,1
50159,16712,8376,assignment,8,2,50159,8,good,0,1,control,9,good,1
50160,16712,8376,assignment,8,3,50160,10,good,0,1,control,7,good,1
50161,16712,8376,assignment,9,4,50161,8,good,0,1,treatment,8,good,1
50162,16713,8376,assignment,9,1,50162,9,good,0,1,control,10,good,1
50163,16714,8376,assignment,8,1,50163,7,good,0,1,control,8,good,1
50164,16714,8376,summary,9,2,50164,9,good,0,1,control,9,good,1
50165,16714,8376,summary,7,3,50165,8,good,0,1,treatment,8,good,1
50166,16714,8376,summary,8,4,50166,8,good,0,1,treatment,10,good,1
50167,16715,8377,assignment,9,1,50167,9,good,0,1,control,9,good,1
50168,16715,8377,assignment,9,2,50168,8,good,0,1,control,9,good,1
50169,16715,8377,assignment,9,3,50169,10,good,0,1,control,9,good,1
50170,16715,8377,summary,7,4,50170,6,bad,1,0,treatment,6,bad,0
50171,16716,8378,summary,7,1,50171,8,good,0,1,control,6,bad,0
50172,16716,8378,summary,7,2,50172,9,good,0,1,treatment,6,bad,0
50173,16716,8378,summary,7,3,50173,6,bad,1,0,treatment,6,bad,0
50174,16717,8378,assignment,6,1,50174,5,bad,1,0,treatment,8,good,1
50175,16717,8378,assignment,6,2,50175,8,good,0,1,control,8,good,1
50176,16717,8378,assignment,7,3,50176,7,good,0,1,treatment,9,good,1
50177,16718,8379,assignment,7,1,50177,5,bad,1,0,treatment,7,good,1
50178,16718,8379,summary,6,2,50178,8,good,0,1,control,8,good,1
50179,16718,8379,summary,7,3,50179,9,good,0,1,control,8,good,1
50180,16718,8379,assignment,7,4,50180,7,good,0,1,treatment,8,good,1
50181,16718,8379,summary,6,5,50181,7,good,0,1,control,5,bad,0
50182,16719,8379,assignment,7,1,50182,7,good,0,1,treatment,7,good,1
50183,16719,8379,assignment,6,2,50183,5,bad,1,0,treatment,7,good,1
50184,16719,8379,assignment,7,3,50184,7,good,0,1,control,9,good,1
50185,16719,8379,assignment,5,4,50185,6,bad,1,0,control,7,good,1
50186,16719,8379,summary,7,5,50186,7,good,0,1,control,6,bad,0
50187,16720,8379,assignment,6,1,50187,5,bad,1,0,control,7,good,1
50188,16720,8379,assignment,6,2,50188,5,bad,1,0,control,6,bad,0
50189,16720,8379,summary,7,3,50189,7,good,0,1,control,6,bad,0
50190,16720,8379,assignment,5,4,50190,5,bad,1,0,control,7,good,1
50191,16721,8380,summary,7,1,50191,7,good,0,1,treatment,8,good,1
50192,16722,8380,summary,7,1,50192,7,good,0,1,treatment,7,good,1
50193,16722,8380,assignment,5,2,50193,4,bad,1,0,control,4,bad,0
50194,16722,8380,assignment,5,3,50194,6,bad,1,0,control,6,bad,0
50195,16722,8380,assignment,7,4,50195,8,good,0,1,treatment,7,good,1
50196,16722,8380,assignment,5,5,50196,5,bad,1,0,control,7,good,1
50197,16723,8380,assignment,7,1,50197,7,good,0,1,treatment,6,bad,0
50198,16723,8380,assignment,6,2,50198,7,good,0,1,treatment,7,good,1
50199,16723,8380,summary,6,3,50199,7,good,0,1,control,5,bad,0
50200,16724,8381,assignment,6,1,50200,3,bad,1,0,treatment,8,good,1
50201,16724,8381,assignment,5,2,50201,6,bad,1,0,control,6,bad,0
50202,16724,8381,assignment,5,3,50202,5,bad,1,0,control,5,bad,0
50203,16724,8381,assignment,4,4,50203,5,bad,1,0,control,3,bad,0
50204,16724,8381,summary,6,5,50204,6,bad,1,0,treatment,5,bad,0
50205,16725,8382,summary,7,1,50205,5,bad,1,0,treatment,8,good,1
50206,16726,8382,assignment,3,1,50206,5,bad,1,0,control,5,bad,0
50207,16726,8382,summary,4,2,50207,6,bad,1,0,control,5,bad,0
50208,16726,8382,assignment,4,3,50208,6,bad,1,0,control,4,bad,0
50209,16727,8383,summary,7,1,50209,7,good,0,1,treatment,6,bad,0
50210,16727,8383,report,8,2,50210,9,good,0,1,treatment,7,good,1
50211,16727,8383,report,7,3,50211,9,good,0,1,control,7,good,1
50212,16727,8383,summary,9,4,50212,8,good,0,1,treatment,8,good,1
50213,16728,8383,report,9,1,50213,10,good,0,1,control,10,good,1
50214,16728,8383,report,9,2,50214,10,good,0,1,treatment,10,good,1
50215,16728,8383,summary,8,3,50215,7,good,0,1,control,8,good,1
50216,16728,8383,report,8,4,50216,8,good,0,1,treatment,8,good,1
50217,16729,8383,report,7,1,50217,6,bad,1,0,treatment,8,good,1
50218,16730,8384,report,6,1,50218,7,good,0,1,treatment,7,good,1
50219,16730,8384,summary,6,2,50219,6,bad,1,0,treatment,7,good,1
50220,16730,8384,report,7,3,50220,7,good,0,1,treatment,9,good,1
50221,16731,8384,report,6,1,50221,5,bad,1,0,control,5,bad,0
50222,16731,8384,report,5,2,50222,7,good,0,1,control,5,bad,0
50223,16732,8384,report,6,1,50223,6,bad,1,0,control,7,good,1
50224,16732,8384,report,7,2,50224,6,bad,1,0,treatment,7,good,1
50225,16732,8384,report,5,3,50225,5,bad,1,0,control,4,bad,0
50226,16733,8385,assignment,4,1,50226,5,bad,1,0,control,3,bad,0
50227,16733,8385,assignment,5,2,50227,4,bad,1,0,control,4,bad,0
50228,16734,8385,assignment,7,1,50228,7,good,0,1,treatment,9,good,1
50229,16734,8385,summary,7,2,50229,5,bad,1,0,treatment,8,good,1
50230,16734,8385,summary,4,3,50230,5,bad,1,0,control,5,bad,0
50231,16734,8385,assignment,6,4,50231,5,bad,1,0,treatment,5,bad,0
50232,16735,8385,assignment,4,1,50232,4,bad,1,0,control,6,bad,0
50233,16735,8385,assignment,6,2,50233,5,bad,1,0,treatment,7,good,1
50234,16736,8386,summary,6,1,50234,5,bad,1,0,treatment,8,good,1
50235,16736,8386,assignment,6,2,50235,6,bad,1,0,control,5,bad,0
50236,16736,8386,assignment,6,3,50236,8,good,0,1,treatment,6,bad,0
50237,16736,8386,summary,6,4,50237,7,good,0,1,treatment,8,good,1
50238,16736,8386,assignment,7,5,50238,5,bad,1,0,treatment,6,bad,0
50239,16737,8387,report,7,1,50239,4,bad,1,0,treatment,8,good,1
50240,16737,8387,report,7,2,50240,4,bad,1,0,treatment,7,good,1
50241,16737,8387,summary,5,3,50241,7,good,0,1,control,7,good,1
50242,16737,8387,report,5,4,50242,5,bad,1,0,control,5,bad,0
50243,16738,8387,report,7,1,50243,9,good,0,1,control,8,good,1
50244,16739,8387,report,6,1,50244,5,bad,1,0,treatment,5,bad,0
50245,16739,8387,report,6,2,50245,5,bad,1,0,control,6,bad,0
50246,16740,8388,assignment,6,1,50246,5,bad,1,0,treatment,7,good,1
50247,16740,8388,assignment,5,2,50247,2,bad,1,0,treatment,4,bad,0
50248,16740,8388,assignment,6,3,50248,6,bad,1,0,treatment,7,good,1
50249,16740,8388,assignment,6,4,50249,3,bad,1,0,treatment,6,bad,0
50250,16740,8388,assignment,6,5,50250,4,bad,1,0,treatment,8,good,1
50251,16741,8388,summary,7,1,50251,4,bad,1,0,treatment,8,good,1
50252,16741,8388,summary,5,2,50252,4,bad,1,0,control,5,bad,0
50253,16741,8388,assignment,6,3,50253,5,bad,1,0,treatment,8,good,1
50254,16741,8388,summary,4,4,50254,3,bad,1,0,control,4,bad,0
50255,16741,8388,assignment,7,5,50255,6,bad,1,0,treatment,8,good,1
50256,16742,8389,assignment,7,1,50256,9,good,0,1,control,9,good,1
50257,16743,8389,assignment,7,1,50257,5,bad,1,0,treatment,7,good,1
50258,16743,8389,assignment,7,2,50258,7,good,0,1,control,7,good,1
50259,16743,8389,summary,7,3,50259,8,good,0,1,control,7,good,1
50260,16744,8389,assignment,7,1,50260,8,good,0,1,control,9,good,1
50261,16744,8389,assignment,5,2,50261,6,bad,1,0,control,6,bad,0
50262,16744,8389,assignment,7,3,50262,6,bad,1,0,treatment,8,good,1
50263,16744,8389,assignment,7,4,50263,4,bad,1,0,treatment,6,bad,0
50264,16745,8390,assignment,7,1,50264,7,good,0,1,control,9,good,1
50265,16745,8390,assignment,6,2,50265,8,good,0,1,treatment,5,bad,0
50266,16745,8390,assignment,7,3,50266,7,good,0,1,treatment,7,good,1
50267,16745,8390,assignment,7,4,50267,9,good,0,1,treatment,9,good,1
50268,16746,8391,report,7,1,50268,7,good,0,1,treatment,6,bad,0
50269,16746,8391,summary,5,2,50269,5,bad,1,0,treatment,7,good,1
50270,16746,8391,report,7,3,50270,7,good,0,1,treatment,9,good,1
50271,16746,8391,summary,3,4,50271,4,bad,1,0,control,2,bad,0
50272,16746,8391,report,5,5,50272,2,bad,1,0,treatment,4,bad,0
50273,16747,8392,assignment,7,1,50273,8,good,0,1,control,8,good,1
50274,16747,8392,assignment,7,2,50274,6,bad,1,0,treatment,9,good,1
50275,16747,8392,summary,8,3,50275,7,good,0,1,control,9,good,1
50276,16747,8392,assignment,9,4,50276,10,good,0,1,treatment,10,good,1
50277,16748,8392,assignment,7,1,50277,6,bad,1,0,control,7,good,1
50278,16748,8392,assignment,7,2,50278,9,good,0,1,treatment,7,good,1
50279,16748,8392,assignment,7,3,50279,7,good,0,1,treatment,9,good,1
50280,16748,8392,assignment,7,4,50280,8,good,0,1,control,7,good,1
50281,16749,8393,report,7,1,50281,4,bad,1,0,treatment,6,bad,0
50282,16749,8393,report,5,2,50282,4,bad,1,0,treatment,5,bad,0
50283,16749,8393,report,6,3,50283,4,bad,1,0,treatment,5,bad,0
50284,16749,8393,report,4,4,50284,4,bad,1,0,control,3,bad,0
50285,16749,8393,summary,5,5,50285,7,good,0,1,control,4,bad,0
50286,16750,8393,summary,3,1,50286,5,bad,1,0,control,5,bad,0
50287,16750,8393,report,4,2,50287,6,bad,1,0,control,3,bad,0
50288,16751,8394,report,5,1,50288,4,bad,1,0,treatment,5,bad,0
50289,16751,8394,report,6,2,50289,6,bad,1,0,treatment,7,good,1
50290,16752,8394,report,7,1,50290,6,bad,1,0,treatment,6,bad,0
50291,16752,8394,report,4,2,50291,6,bad,1,0,control,3,bad,0
50292,16753,8395,report,5,1,50292,4,bad,1,0,control,4,bad,0
50293,16753,8395,report,7,2,50293,4,bad,1,0,treatment,9,good,1
50294,16753,8395,summary,7,3,50294,5,bad,1,0,treatment,9,good,1
50295,16754,8396,report,5,1,50295,7,good,0,1,control,5,bad,0
50296,16755,8396,report,7,1,50296,6,bad,1,0,treatment,7,good,1
50297,16755,8396,summary,6,2,50297,5,bad,1,0,control,7,good,1
50298,16755,8396,report,7,3,50298,6,bad,1,0,control,7,good,1
50299,16755,8396,report,6,4,50299,8,good,0,1,control,8,good,1
50300,16756,8396,report,7,1,50300,6,bad,1,0,control,7,good,1
50301,16756,8396,summary,6,2,50301,8,good,0,1,control,8,good,1
50302,16756,8396,report,5,3,50302,5,bad,1,0,control,5,bad,0
50303,16756,8396,report,7,4,50303,8,good,0,1,treatment,9,good,1
50304,16756,8396,summary,6,5,50304,5,bad,1,0,control,6,bad,0
50305,16757,8397,summary,5,1,50305,3,bad,1,0,treatment,7,good,1
50306,16758,8398,summary,7,1,50306,4,bad,1,0,treatment,9,good,1
50307,16758,8398,assignment,4,2,50307,6,bad,1,0,control,5,bad,0
50308,16758,8398,assignment,6,3,50308,5,bad,1,0,treatment,5,bad,0
50309,16759,8398,summary,5,1,50309,5,bad,1,0,treatment,4,bad,0
50310,16759,8398,assignment,4,2,50310,3,bad,1,0,control,6,bad,0
50311,16759,8398,assignment,3,3,50311,2,bad,1,0,control,2,bad,0
50312,16759,8398,summary,5,4,50312,3,bad,1,0,treatment,7,good,1
50313,16760,8399,report,9,1,50313,8,good,0,1,control,10,good,1
50314,16760,8399,report,7,2,50314,6,bad,1,0,control,9,good,1
50315,16760,8399,report,9,3,50315,10,good,0,1,control,8,good,1
50316,16761,8399,report,9,1,50316,10,good,0,1,control,10,good,1
50317,16762,8400,report,3,1,50317,2,bad,1,0,control,2,bad,0
50318,16762,8400,summary,7,2,50318,7,good,0,1,treatment,9,good,1
50319,16762,8400,report,7,3,50319,6,bad,1,0,treatment,6,bad,0
50320,16762,8400,report,4,4,50320,5,bad,1,0,control,6,bad,0
50321,16763,8400,summary,6,1,50321,3,bad,1,0,treatment,7,good,1
50322,16763,8400,summary,5,2,50322,5,bad,1,0,treatment,4,bad,0
50323,16763,8400,report,5,3,50323,2,bad,1,0,treatment,6,bad,0
50324,16763,8400,report,5,4,50324,4,bad,1,0,control,6,bad,0
50325,16763,8400,summary,5,5,50325,6,bad,1,0,control,4,bad,0
50326,16764,8400,report,3,1,50326,2,bad,1,0,control,3,bad,0
50327,16764,8400,report,7,2,50327,5,bad,1,0,treatment,9,good,1
50328,16764,8400,report,3,3,50328,4,bad,1,0,control,4,bad,0
50329,16764,8400,report,7,4,50329,6,bad,1,0,treatment,6,bad,0
50330,16764,8400,report,5,5,50330,5,bad,1,0,treatment,6,bad,0
50331,16765,8401,assignment,7,1,50331,8,good,0,1,treatment,7,good,1
50332,16765,8401,assignment,7,2,50332,7,good,0,1,treatment,9,good,1
50333,16765,8401,assignment,6,3,50333,5,bad,1,0,treatment,7,good,1
50334,16766,8401,assignment,7,1,50334,4,bad,1,0,treatment,9,good,1
50335,16767,8401,assignment,7,1,50335,6,bad,1,0,treatment,9,good,1
50336,16767,8401,summary,7,2,50336,6,bad,1,0,control,9,good,1
50337,16767,8401,assignment,5,3,50337,6,bad,1,0,control,6,bad,0
50338,16767,8401,summary,7,4,50338,7,good,0,1,control,6,bad,0
50339,16768,8402,report,7,1,50339,6,bad,1,0,treatment,7,good,1
50340,16768,8402,report,6,2,50340,5,bad,1,0,control,8,good,1
50341,16768,8402,report,7,3,50341,6,bad,1,0,treatment,8,good,1
50342,16768,8402,summary,7,4,50342,6,bad,1,0,control,9,good,1
50343,16768,8402,report,7,5,50343,9,good,0,1,treatment,8,good,1
50344,16769,8402,summary,7,1,50344,8,good,0,1,control,9,good,1
50345,16769,8402,summary,7,2,50345,9,good,0,1,control,7,good,1
50346,16769,8402,report,6,3,50346,8,good,0,1,treatment,8,good,1
50347,16769,8402,summary,6,4,50347,8,good,0,1,treatment,8,good,1
50348,16769,8402,report,7,5,50348,8,good,0,1,control,6,bad,0
50349,16770,8402,report,6,1,50349,8,good,0,1,treatment,6,bad,0
50350,16770,8402,report,7,2,50350,9,good,0,1,control,7,good,1
50351,16771,8403,assignment,7,1,50351,8,good,0,1,control,7,good,1
50352,16771,8403,assignment,9,2,50352,10,good,0,1,control,10,good,1
50353,16771,8403,assignment,8,3,50353,8,good,0,1,control,9,good,1
50354,16772,8403,assignment,8,1,50354,7,good,0,1,treatment,10,good,1
50355,16772,8403,assignment,7,2,50355,9,good,0,1,control,8,good,1
50356,16772,8403,assignment,7,3,50356,7,good,0,1,treatment,6,bad,0
50357,16772,8403,assignment,8,4,50357,7,good,0,1,control,8,good,1
50358,16772,8403,assignment,9,5,50358,10,good,0,1,control,8,good,1
50359,16773,8403,assignment,9,1,50359,9,good,0,1,control,8,good,1
50360,16773,8403,summary,8,2,50360,8,good,0,1,control,9,good,1
50361,16773,8403,summary,9,3,50361,10,good,0,1,control,8,good,1
50362,16774,8404,summary,7,1,50362,6,bad,1,0,control,6,bad,0
50363,16774,8404,assignment,6,2,50363,7,good,0,1,treatment,5,bad,0
50364,16775,8404,assignment,6,1,50364,6,bad,1,0,control,5,bad,0
50365,16775,8404,assignment,7,2,50365,6,bad,1,0,control,7,good,1
50366,16775,8404,summary,6,3,50366,7,good,0,1,control,6,bad,0
50367,16775,8404,assignment,6,4,50367,6,bad,1,0,treatment,6,bad,0
50368,16776,8404,assignment,6,1,50368,8,good,0,1,treatment,6,bad,0
50369,16776,8404,assignment,7,2,50369,4,bad,1,0,treatment,8,good,1
50370,16776,8404,assignment,7,3,50370,8,good,0,1,control,8,good,1
50371,16776,8404,assignment,6,4,50371,6,bad,1,0,treatment,6,bad,0
50372,16777,8405,assignment,7,1,50372,4,bad,1,0,treatment,9,good,1
50373,16777,8405,assignment,7,2,50373,7,good,0,1,treatment,8,good,1
50374,16777,8405,assignment,3,3,50374,2,bad,1,0,control,2,bad,0
50375,16777,8405,assignment,6,4,50375,3,bad,1,0,treatment,8,good,1
50376,16778,8406,assignment,5,1,50376,6,bad,1,0,control,4,bad,0
50377,16778,8406,assignment,5,2,50377,3,bad,1,0,treatment,6,bad,0
